User_ID,Age,Education,Occupation,Secondary_Apps,Usage_Frequency,Daily_Usage_Time,Satisfaction,Challenges,Desired_Features,Preferred_Communication,Partner_Priorities,Gender_male,Gender_non-binary,Primary_App_Hinge,Primary_App_OkCupid,Primary_App_Tinder,Primary_App_Unknown,Location_Chennai,Location_Delhi,Location_Hyderabad,Location_Kolkata,Location_Mumbai,Location_Pune,Reason_for_Using_Casual Fun,Reason_for_Using_Finding a Partner,Reason_for_Using_Social Interaction,Active_App_Count
389,0.7142857142857144,Postgraduate,Student,OkCupid,Weekly,1.0000000000000002,1,Time-Wasting,Audio Calls,Video Calls,Appearance > Interests > Personality,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,1
390,0.5714285714285716,Undergraduate,Full-time Job,Hinge,Weekly,0.2,1,Unknown,AI Recommendations,Video Calls,Personality > Interests > Values,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,1
391,0.8571428571428572,Undergraduate,Student,Unknown,Daily,0.2,3,Time-Wasting,Audio Calls,Voice Notes,Appearance > Interests > Personality,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,1
392,0.4285714285714288,Postgraduate,Full-time Job,Unknown,Monthly,0.2,3,Lack of Genuine Matches,Video Calls,Text,Values > Personality > Appearance,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1
393,0.8571428571428572,Undergraduate,Full-time Job,Bumble,Daily,0.2,4,Time-Wasting,Audio Calls,Video Calls,Appearance > Interests > Personality,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,1
394,0.8571428571428572,Postgraduate,Student,Hinge,Monthly,0.2,1,Safety Concerns,AI Recommendations,Text,Appearance > Interests > Personality,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,1
395,0.2857142857142856,Undergraduate,Part-time Job,Bumble,Monthly,1.0000000000000002,2,Lack of Genuine Matches,Detailed Profiles,Text,Appearance > Interests > Personality,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,1
396,0.7142857142857144,Undergraduate,Intern,Unknown,Daily,0.6000000000000001,3,Safety Concerns,AI Recommendations,Video Calls,Values > Personality > Appearance,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,1
397,0.8571428571428572,Graduate,Student,OkCupid,Daily,0.6000000000000001,3,Unknown,AI Recommendations,Text,Appearance > Interests > Personality,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,1
398,1.0,Graduate,Intern,Unknown,Daily,0.2,4,Unknown,Location-Based Matching,Voice Notes,Values > Personality > Appearance,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1
399,0.4285714285714288,Undergraduate,Freelancer,OkCupid,Weekly,0.6000000000000001,3,Safety Concerns,Location-Based Matching,Video Calls,Personality > Interests > Values,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,1
400,0.8571428571428572,Graduate,Student,OkCupid,Monthly,0.2,1,Time-Wasting,Video Calls,Voice Notes,Values > Personality > Appearance,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,1
401,1.0,Undergraduate,Full-time Job,Unknown,Daily,0.2,2,Time-Wasting,Video Calls,Video Calls,Values > Personality > Appearance,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,1
402,0.2857142857142856,Graduate,Freelancer,Hinge,Daily,1.0000000000000002,3,Time-Wasting,Audio Calls,Text,Personality > Interests > Values,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,1
403,0.4285714285714288,Graduate,Intern,OkCupid,Weekly,0.6000000000000001,2,Unknown,Audio Calls,Video Calls,Appearance > Interests > Personality,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,1
404,0.2857142857142856,Graduate,Part-time Job,Hinge,Daily,0.2,1,Safety Concerns,Location-Based Matching,Text,Values > Personality > Appearance,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,1
405,0.5714285714285716,Undergraduate,Full-time Job,Tinder,Monthly,1.0000000000000002,1,Unknown,Location-Based Matching,Voice Notes,Appearance > Interests > Personality,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,1
406,1.0,Graduate,Intern,Unknown,Weekly,0.2,2,Safety Concerns,Detailed Profiles,Text,Values > Personality > Appearance,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,1
407,0.8571428571428572,Postgraduate,Student,OkCupid,Daily,1.0000000000000002,2,Safety Concerns,Detailed Profiles,Voice Notes,Personality > Interests > Values,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1
408,0.1428571428571428,Graduate,Freelancer,Hinge,Daily,0.2,5,Lack of Genuine Matches,Detailed Profiles,Voice Notes,Appearance > Interests > Personality,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,1
409,0.2857142857142856,Undergraduate,Student,Bumble,Monthly,0.2,3,Unknown,Location-Based Matching,Video Calls,Appearance > Interests > Personality,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,1
410,0.1428571428571428,Undergraduate,Freelancer,Hinge,Monthly,0.2,2,Safety Concerns,Video Calls,Video Calls,Values > Personality > Appearance,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1
411,0.8571428571428572,Graduate,Intern,Hinge,Weekly,0.0,1,Unknown,Detailed Profiles,Video Calls,Appearance > Interests > Personality,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,1
412,0.0,Undergraduate,Full-time Job,Tinder,Monthly,0.0,1,Safety Concerns,Location-Based Matching,Voice Notes,Appearance > Interests > Personality,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,1
413,0.4285714285714288,Undergraduate,Full-time Job,OkCupid,Monthly,0.2,1,Lack of Genuine Matches,Video Calls,Text,Personality > Interests > Values,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,1
414,0.4285714285714288,Undergraduate,Freelancer,Hinge,Daily,1.0000000000000002,2,Unknown,Audio Calls,Text,Values > Personality > Appearance,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,1
415,0.7142857142857144,Postgraduate,Student,Tinder,Daily,0.6000000000000001,3,Lack of Genuine Matches,Detailed Profiles,Text,Personality > Interests > Values,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,1
416,1.0,Graduate,Part-time Job,Tinder,Monthly,0.0,2,Time-Wasting,AI Recommendations,Video Calls,Values > Personality > Appearance,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,1
417,0.4285714285714288,Postgraduate,Intern,OkCupid,Monthly,1.0000000000000002,4,Lack of Genuine Matches,Audio Calls,Text,Appearance > Interests > Personality,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,1
418,0.8571428571428572,Undergraduate,Part-time Job,Unknown,Daily,0.2,5,Lack of Genuine Matches,Detailed Profiles,Text,Appearance > Interests > Personality,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,1
419,0.1428571428571428,Graduate,Student,Hinge,Monthly,0.0,4,Lack of Genuine Matches,AI Recommendations,Text,Appearance > Interests > Personality,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,1
420,0.4285714285714288,Graduate,Student,Tinder,Weekly,1.0000000000000002,1,Safety Concerns,Video Calls,Text,Appearance > Interests > Personality,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,1
421,0.4285714285714288,Undergraduate,Freelancer,Bumble,Monthly,0.0,5,Time-Wasting,Audio Calls,Video Calls,Values > Personality > Appearance,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,1
422,0.8571428571428572,Undergraduate,Full-time Job,Unknown,Daily,0.0,1,Lack of Genuine Matches,Detailed Profiles,Voice Notes,Values > Personality > Appearance,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,1
423,0.5714285714285716,Graduate,Full-time Job,Hinge,Daily,0.2,1,Safety Concerns,Audio Calls,Video Calls,Values > Personality > Appearance,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,1
424,0.4285714285714288,Postgraduate,Student,Unknown,Weekly,0.0,4,Unknown,Audio Calls,Video Calls,Values > Personality > Appearance,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,1
425,0.7142857142857144,Undergraduate,Freelancer,Unknown,Daily,0.2,3,Safety Concerns,Location-Based Matching,Voice Notes,Personality > Interests > Values,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,1
426,1.0,Undergraduate,Student,OkCupid,Daily,0.2,1,Lack of Genuine Matches,Audio Calls,Voice Notes,Values > Personality > Appearance,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1
427,0.5714285714285716,Undergraduate,Part-time Job,Bumble,Weekly,0.6000000000000001,5,Time-Wasting,Video Calls,Text,Personality > Interests > Values,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,1
428,1.0,Postgraduate,Freelancer,Hinge,Monthly,0.2,3,Safety Concerns,AI Recommendations,Video Calls,Values > Personality > Appearance,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,1
429,0.1428571428571428,Postgraduate,Freelancer,Bumble,Weekly,1.0000000000000002,5,Lack of Genuine Matches,Video Calls,Text,Personality > Interests > Values,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,1
430,0.8571428571428572,Postgraduate,Student,Tinder,Daily,0.2,4,Unknown,Video Calls,Text,Personality > Interests > Values,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,1
431,0.8571428571428572,Graduate,Student,Tinder,Weekly,0.6000000000000001,2,Lack of Genuine Matches,Video Calls,Text,Values > Personality > Appearance,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,1
432,0.4285714285714288,Postgraduate,Freelancer,Unknown,Weekly,1.0000000000000002,1,Unknown,Detailed Profiles,Voice Notes,Values > Personality > Appearance,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,1
433,0.5714285714285716,Undergraduate,Part-time Job,OkCupid,Monthly,0.6000000000000001,1,Unknown,Location-Based Matching,Text,Personality > Interests > Values,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,1
434,0.8571428571428572,Graduate,Full-time Job,Hinge,Weekly,0.2,2,Time-Wasting,Detailed Profiles,Video Calls,Values > Personality > Appearance,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,1
435,0.2857142857142856,Postgraduate,Student,Hinge,Daily,0.6000000000000001,5,Unknown,AI Recommendations,Video Calls,Personality > Interests > Values,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,1
436,0.1428571428571428,Postgraduate,Freelancer,Tinder,Monthly,0.2,4,Unknown,Detailed Profiles,Video Calls,Values > Personality > Appearance,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,1
437,0.0,Undergraduate,Freelancer,Tinder,Daily,1.0000000000000002,5,Safety Concerns,Video Calls,Video Calls,Values > Personality > Appearance,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,1
438,0.5714285714285716,Postgraduate,Student,OkCupid,Daily,0.2,3,Lack of Genuine Matches,Location-Based Matching,Text,Personality > Interests > Values,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,1
439,0.7142857142857144,Graduate,Student,Bumble,Weekly,0.0,4,Unknown,AI Recommendations,Voice Notes,Values > Personality > Appearance,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,1
440,0.1428571428571428,Graduate,Freelancer,Tinder,Monthly,0.2,4,Lack of Genuine Matches,Video Calls,Text,Values > Personality > Appearance,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,1
441,0.5714285714285716,Postgraduate,Intern,OkCupid,Daily,0.6000000000000001,4,Safety Concerns,Detailed Profiles,Text,Appearance > Interests > Personality,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1
442,0.5714285714285716,Graduate,Part-time Job,OkCupid,Daily,0.0,1,Time-Wasting,Audio Calls,Video Calls,Values > Personality > Appearance,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1
443,0.7142857142857144,Postgraduate,Part-time Job,Bumble,Weekly,0.6000000000000001,3,Unknown,Video Calls,Video Calls,Appearance > Interests > Personality,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,1
444,0.1428571428571428,Postgraduate,Freelancer,Unknown,Daily,0.2,5,Lack of Genuine Matches,Audio Calls,Voice Notes,Personality > Interests > Values,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,1
445,0.8571428571428572,Postgraduate,Intern,Bumble,Weekly,0.2,1,Safety Concerns,AI Recommendations,Text,Appearance > Interests > Personality,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,1
446,0.4285714285714288,Postgraduate,Full-time Job,Tinder,Weekly,1.0000000000000002,4,Lack of Genuine Matches,AI Recommendations,Video Calls,Personality > Interests > Values,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,1
447,0.0,Undergraduate,Full-time Job,Tinder,Weekly,1.0000000000000002,2,Lack of Genuine Matches,Video Calls,Text,Personality > Interests > Values,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,1
448,0.5714285714285716,Undergraduate,Full-time Job,Unknown,Monthly,0.0,2,Safety Concerns,Detailed Profiles,Voice Notes,Appearance > Interests > Personality,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,1
449,0.5714285714285716,Undergraduate,Intern,Hinge,Weekly,0.6000000000000001,1,Lack of Genuine Matches,Location-Based Matching,Video Calls,Values > Personality > Appearance,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,1
450,0.1428571428571428,Postgraduate,Part-time Job,OkCupid,Daily,0.6000000000000001,5,Unknown,Detailed Profiles,Voice Notes,Appearance > Interests > Personality,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,1
451,1.0,Undergraduate,Student,Bumble,Weekly,0.2,2,Unknown,Audio Calls,Text,Values > Personality > Appearance,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,1
452,0.8571428571428572,Postgraduate,Intern,Unknown,Monthly,0.2,1,Time-Wasting,AI Recommendations,Text,Personality > Interests > Values,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,1
453,0.4285714285714288,Graduate,Freelancer,Tinder,Weekly,0.0,5,Safety Concerns,Location-Based Matching,Voice Notes,Appearance > Interests > Personality,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,1
454,0.8571428571428572,Graduate,Part-time Job,Tinder,Weekly,0.6000000000000001,4,Time-Wasting,Video Calls,Text,Appearance > Interests > Personality,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,1
455,0.0,Postgraduate,Part-time Job,OkCupid,Weekly,1.0000000000000002,2,Lack of Genuine Matches,Video Calls,Voice Notes,Appearance > Interests > Personality,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,1
456,0.1428571428571428,Graduate,Student,Unknown,Monthly,0.2,3,Lack of Genuine Matches,Video Calls,Video Calls,Appearance > Interests > Personality,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,1
457,1.0,Graduate,Full-time Job,OkCupid,Monthly,0.2,5,Lack of Genuine Matches,Detailed Profiles,Text,Values > Personality > Appearance,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,1
458,0.8571428571428572,Graduate,Part-time Job,OkCupid,Weekly,1.0000000000000002,2,Unknown,Location-Based Matching,Voice Notes,Personality > Interests > Values,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,1
459,0.7142857142857144,Postgraduate,Student,Bumble,Weekly,1.0000000000000002,2,Unknown,Audio Calls,Video Calls,Personality > Interests > Values,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,1
460,0.4285714285714288,Postgraduate,Part-time Job,Tinder,Daily,0.6000000000000001,1,Lack of Genuine Matches,Detailed Profiles,Video Calls,Personality > Interests > Values,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,1
461,0.4285714285714288,Postgraduate,Intern,OkCupid,Weekly,0.0,1,Safety Concerns,AI Recommendations,Text,Appearance > Interests > Personality,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,1
462,0.4285714285714288,Graduate,Freelancer,OkCupid,Daily,0.2,4,Lack of Genuine Matches,Location-Based Matching,Video Calls,Personality > Interests > Values,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,1
463,1.0,Postgraduate,Intern,Tinder,Monthly,1.0000000000000002,1,Lack of Genuine Matches,Detailed Profiles,Voice Notes,Values > Personality > Appearance,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1
464,0.4285714285714288,Postgraduate,Intern,Bumble,Weekly,0.2,3,Unknown,Video Calls,Voice Notes,Appearance > Interests > Personality,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,1
465,0.7142857142857144,Graduate,Intern,Hinge,Daily,0.2,3,Unknown,Detailed Profiles,Voice Notes,Appearance > Interests > Personality,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,1
466,1.0,Postgraduate,Intern,Unknown,Daily,0.2,4,Lack of Genuine Matches,Location-Based Matching,Voice Notes,Values > Personality > Appearance,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,1
467,0.4285714285714288,Graduate,Freelancer,Unknown,Monthly,0.2,2,Lack of Genuine Matches,Location-Based Matching,Video Calls,Values > Personality > Appearance,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,1
468,0.8571428571428572,Undergraduate,Intern,Hinge,Monthly,0.2,1,Lack of Genuine Matches,AI Recommendations,Voice Notes,Values > Personality > Appearance,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,1
469,0.7142857142857144,Graduate,Full-time Job,Bumble,Weekly,1.0000000000000002,3,Time-Wasting,Detailed Profiles,Video Calls,Values > Personality > Appearance,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,1
470,0.1428571428571428,Postgraduate,Full-time Job,OkCupid,Monthly,0.0,5,Safety Concerns,AI Recommendations,Video Calls,Personality > Interests > Values,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1
471,0.4285714285714288,Postgraduate,Student,OkCupid,Weekly,0.2,2,Lack of Genuine Matches,Location-Based Matching,Text,Values > Personality > Appearance,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,1
472,0.1428571428571428,Postgraduate,Student,Unknown,Daily,0.0,4,Safety Concerns,AI Recommendations,Text,Personality > Interests > Values,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,1
473,0.1428571428571428,Graduate,Student,Bumble,Weekly,1.0000000000000002,5,Lack of Genuine Matches,Video Calls,Text,Appearance > Interests > Personality,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,1
474,1.0,Undergraduate,Part-time Job,Hinge,Weekly,1.0000000000000002,2,Time-Wasting,AI Recommendations,Voice Notes,Values > Personality > Appearance,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,1
475,0.7142857142857144,Postgraduate,Full-time Job,Tinder,Daily,0.2,2,Safety Concerns,Detailed Profiles,Video Calls,Values > Personality > Appearance,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,1
476,0.0,Postgraduate,Intern,Hinge,Daily,0.0,1,Time-Wasting,Detailed Profiles,Voice Notes,Values > Personality > Appearance,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,1
477,0.4285714285714288,Graduate,Part-time Job,Tinder,Daily,0.2,4,Time-Wasting,Audio Calls,Voice Notes,Personality > Interests > Values,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,1
478,1.0,Undergraduate,Full-time Job,Hinge,Daily,0.0,1,Unknown,Detailed Profiles,Video Calls,Values > Personality > Appearance,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,1
479,0.2857142857142856,Undergraduate,Full-time Job,Unknown,Weekly,0.2,5,Safety Concerns,Detailed Profiles,Voice Notes,Values > Personality > Appearance,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,1
480,0.1428571428571428,Graduate,Intern,Tinder,Monthly,1.0000000000000002,2,Lack of Genuine Matches,Detailed Profiles,Video Calls,Appearance > Interests > Personality,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,1
481,0.8571428571428572,Undergraduate,Student,Bumble,Weekly,0.2,1,Unknown,Detailed Profiles,Voice Notes,Personality > Interests > Values,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,1
482,0.0,Postgraduate,Part-time Job,OkCupid,Monthly,1.0000000000000002,1,Safety Concerns,Video Calls,Voice Notes,Appearance > Interests > Personality,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,1
483,0.0,Graduate,Freelancer,Tinder,Monthly,0.0,3,Unknown,Video Calls,Video Calls,Personality > Interests > Values,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,1
484,0.2857142857142856,Undergraduate,Intern,OkCupid,Daily,1.0000000000000002,3,Time-Wasting,Video Calls,Voice Notes,Personality > Interests > Values,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,1
485,0.8571428571428572,Postgraduate,Student,Unknown,Weekly,0.0,4,Lack of Genuine Matches,AI Recommendations,Text,Personality > Interests > Values,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,1
486,0.7142857142857144,Graduate,Student,Tinder,Daily,0.0,3,Safety Concerns,Location-Based Matching,Voice Notes,Personality > Interests > Values,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,1
487,0.4285714285714288,Graduate,Freelancer,Tinder,Monthly,1.0000000000000002,4,Lack of Genuine Matches,Audio Calls,Voice Notes,Personality > Interests > Values,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,1
488,0.1428571428571428,Graduate,Student,Unknown,Monthly,0.2,3,Time-Wasting,Location-Based Matching,Text,Personality > Interests > Values,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,1
489,1.0,Graduate,Full-time Job,Unknown,Monthly,1.0000000000000002,1,Unknown,Audio Calls,Text,Personality > Interests > Values,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,1
490,1.0,Postgraduate,Student,Hinge,Daily,0.2,5,Lack of Genuine Matches,AI Recommendations,Text,Personality > Interests > Values,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,1
491,1.0,Graduate,Student,Hinge,Daily,1.0000000000000002,3,Lack of Genuine Matches,AI Recommendations,Text,Personality > Interests > Values,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,1
492,0.8571428571428572,Undergraduate,Part-time Job,Unknown,Monthly,0.2,5,Safety Concerns,Audio Calls,Voice Notes,Appearance > Interests > Personality,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,1
493,0.8571428571428572,Postgraduate,Intern,Bumble,Weekly,0.6000000000000001,5,Time-Wasting,Location-Based Matching,Video Calls,Appearance > Interests > Personality,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,1
494,0.2857142857142856,Undergraduate,Freelancer,Unknown,Daily,0.0,1,Unknown,Video Calls,Video Calls,Personality > Interests > Values,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,1
495,0.1428571428571428,Graduate,Intern,Tinder,Weekly,0.0,3,Time-Wasting,Location-Based Matching,Video Calls,Personality > Interests > Values,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,1
496,0.7142857142857144,Undergraduate,Intern,Hinge,Weekly,0.2,2,Unknown,Audio Calls,Voice Notes,Personality > Interests > Values,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,1
497,0.7142857142857144,Postgraduate,Intern,Tinder,Daily,0.6000000000000001,1,Time-Wasting,Video Calls,Video Calls,Values > Personality > Appearance,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,1
498,0.5714285714285716,Graduate,Freelancer,Hinge,Monthly,0.6000000000000001,2,Lack of Genuine Matches,Video Calls,Voice Notes,Appearance > Interests > Personality,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,1
499,0.4285714285714288,Graduate,Student,Hinge,Daily,0.2,3,Lack of Genuine Matches,Detailed Profiles,Text,Appearance > Interests > Personality,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,1
500,0.5714285714285716,Graduate,Part-time Job,Hinge,Weekly,0.2,2,Time-Wasting,AI Recommendations,Video Calls,Appearance > Interests > Personality,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,1
